data,label
f 149 o 254 r 327 SPACE 212 s 196 SPACE 152 i 141 n 307 SPACE,2
o 254 r 327 SPACE 212 s 196 SPACE 152 i 141 n 307 SPACE 188 Shift,2
"r 327 SPACE 212 s 196 SPACE 152 i 141 n 307 SPACE 188 Shift 330 """,2
"SPACE 212 s 196 SPACE 152 i 141 n 307 SPACE 188 Shift 330 "" 338 a",2
"s 196 SPACE 152 i 141 n 307 SPACE 188 Shift 330 "" 338 a 293 b",2
"SPACE 152 i 141 n 307 SPACE 188 Shift 330 "" 338 a 293 b 397 c",2
"i 141 n 307 SPACE 188 Shift 330 "" 338 a 293 b 397 c 720 d",2
"n 307 SPACE 188 Shift 330 "" 338 a 293 b 397 c 720 d 365 e",2
"SPACE 188 Shift 330 "" 338 a 293 b 397 c 720 d 365 e 535 f",2
"Shift 330 "" 338 a 293 b 397 c 720 d 365 e 535 f 278 g",2
""" 338 a 293 b 397 c 720 d 365 e 535 f 278 g 288 Shift",2
"a 293 b 397 c 720 d 365 e 535 f 278 g 288 Shift 345 """,2
"b 397 c 720 d 365 e 535 f 278 g 288 Shift 345 "" 356 Shift",2
t 161 Backspace 126 Backspace 281 Backspace 1218 r 7670 Backspace 364 Eisu 335 p 98 r,2
Backspace 126 Backspace 281 Backspace 1218 r 7670 Backspace 364 Eisu 335 p 98 r 69 i,2
Backspace 281 Backspace 1218 r 7670 Backspace 364 Eisu 335 p 98 r 69 i 282 n,2
Backspace 1218 r 7670 Backspace 364 Eisu 335 p 98 r 69 i 282 n 671 t,2
r 7670 Backspace 364 Eisu 335 p 98 r 69 i 282 n 671 t 99 Shift,2
Backspace 364 Eisu 335 p 98 r 69 i 282 n 671 t 99 Shift 69 (,2
Eisu 335 p 98 r 69 i 282 n 671 t 99 Shift 69 ( 461 ),2
p 98 r 69 i 282 n 671 t 99 Shift 69 ( 461 ) 482 ArrowLeft,2
r 69 i 282 n 671 t 99 Shift 69 ( 461 ) 482 ArrowLeft 99 m,2
i 282 n 671 t 99 Shift 69 ( 461 ) 482 ArrowLeft 99 m 426 a,2
n 671 t 99 Shift 69 ( 461 ) 482 ArrowLeft 99 m 426 a 208 t,2
t 99 Shift 69 ( 461 ) 482 ArrowLeft 99 m 426 a 208 t 745 h,2
Shift 69 ( 461 ) 482 ArrowLeft 99 m 426 a 208 t 745 h 275 .,2
( 461 ) 482 ArrowLeft 99 m 426 a 208 t 745 h 275 . 154 s,2
) 482 ArrowLeft 99 m 426 a 208 t 745 h 275 . 154 s 105 i,2
ArrowLeft 99 m 426 a 208 t 745 h 275 . 154 s 105 i 878 n,2
m 426 a 208 t 745 h 275 . 154 s 105 i 878 n 73 Shift,2
a 208 t 745 h 275 . 154 s 105 i 878 n 73 Shift 67 (,2
t 745 h 275 . 154 s 105 i 878 n 73 Shift 67 ( 933 ),2
h 275 . 154 s 105 i 878 n 73 Shift 67 ( 933 ) 117 m,2
. 154 s 105 i 878 n 73 Shift 67 ( 933 ) 117 m 623 a,2
s 105 i 878 n 73 Shift 67 ( 933 ) 117 m 623 a 139 Backspace,2
i 878 n 73 Shift 67 ( 933 ) 117 m 623 a 139 Backspace 426 Backspace,2
n 73 Shift 67 ( 933 ) 117 m 623 a 139 Backspace 426 Backspace 967 ArrowLeft,2
Shift 67 ( 933 ) 117 m 623 a 139 Backspace 426 Backspace 967 ArrowLeft 94 m,2
( 933 ) 117 m 623 a 139 Backspace 426 Backspace 967 ArrowLeft 94 m 339 a,2
) 117 m 623 a 139 Backspace 426 Backspace 967 ArrowLeft 94 m 339 a 176 t,2
m 623 a 139 Backspace 426 Backspace 967 ArrowLeft 94 m 339 a 176 t 1314 h,2
a 139 Backspace 426 Backspace 967 ArrowLeft 94 m 339 a 176 t 1314 h 256 .,2
Backspace 426 Backspace 967 ArrowLeft 94 m 339 a 176 t 1314 h 256 . 342 p,2
Backspace 967 ArrowLeft 94 m 339 a 176 t 1314 h 256 . 342 p 1223 i,2
ArrowLeft 94 m 339 a 176 t 1314 h 256 . 342 p 1223 i 780 /,2
m 339 a 176 t 1314 h 256 . 342 p 1223 i 780 / 603 2,2
a 176 t 1314 h 256 . 342 p 1223 i 780 / 603 2 161 ArrowRight,2
t 1314 h 256 . 342 p 1223 i 780 / 603 2 161 ArrowRight 327 ArrowRight,2
h 256 . 342 p 1223 i 780 / 603 2 161 ArrowRight 327 ArrowRight 804 Enter,2
. 342 p 1223 i 780 / 603 2 161 ArrowRight 327 ArrowRight 804 Enter 292 p,2
p 1223 i 780 / 603 2 161 ArrowRight 327 ArrowRight 804 Enter 292 p 79 r,2
i 780 / 603 2 161 ArrowRight 327 ArrowRight 804 Enter 292 p 79 r 97 i,2
/ 603 2 161 ArrowRight 327 ArrowRight 804 Enter 292 p 79 r 97 i 309 n,2
2 161 ArrowRight 327 ArrowRight 804 Enter 292 p 79 r 97 i 309 n 168 t,2
ArrowRight 327 ArrowRight 804 Enter 292 p 79 r 97 i 309 n 168 t 148 Shift,2
ArrowRight 804 Enter 292 p 79 r 97 i 309 n 168 t 148 Shift 72 (,2
Enter 292 p 79 r 97 i 309 n 168 t 148 Shift 72 ( 421 ),2
p 79 r 97 i 309 n 168 t 148 Shift 72 ( 421 ) 1214 ArrowLeft,2
r 97 i 309 n 168 t 148 Shift 72 ( 421 ) 1214 ArrowLeft 154 [,2
i 309 n 168 t 148 Shift 72 ( 421 ) 1214 ArrowLeft 154 [ 303 ],2
n 168 t 148 Shift 72 ( 421 ) 1214 ArrowLeft 154 [ 303 ] 306 ArrowLeft,2
t 148 Shift 72 ( 421 ) 1214 ArrowLeft 154 [ 303 ] 306 ArrowLeft 1576 ArrowDown,2
Shift 72 ( 421 ) 1214 ArrowLeft 154 [ 303 ] 306 ArrowLeft 1576 ArrowDown 1172 ArrowLeft,2
( 421 ) 1214 ArrowLeft 154 [ 303 ] 306 ArrowLeft 1576 ArrowDown 1172 ArrowLeft 810 ArrowLeft,2
) 1214 ArrowLeft 154 [ 303 ] 306 ArrowLeft 1576 ArrowDown 1172 ArrowLeft 810 ArrowLeft 666 o,2
ArrowLeft 154 [ 303 ] 306 ArrowLeft 1576 ArrowDown 1172 ArrowLeft 810 ArrowLeft 666 o 93 r,2
[ 303 ] 306 ArrowLeft 1576 ArrowDown 1172 ArrowLeft 810 ArrowLeft 666 o 93 r 343 a,2
] 306 ArrowLeft 1576 ArrowDown 1172 ArrowLeft 810 ArrowLeft 666 o 93 r 343 a 430 n,2
ArrowLeft 1576 ArrowDown 1172 ArrowLeft 810 ArrowLeft 666 o 93 r 343 a 430 n 107 g,2
ArrowDown 1172 ArrowLeft 810 ArrowLeft 666 o 93 r 343 a 430 n 107 g 1191 e,2
ArrowLeft 810 ArrowLeft 666 o 93 r 343 a 430 n 107 g 1191 e 975 s,2
"ArrowLeft 666 o 93 r 343 a 430 n 107 g 1191 e 975 s 60 ,",2
"o 93 r 343 a 430 n 107 g 1191 e 975 s 60 , 471 SPACE",2
"r 343 a 430 n 107 g 1191 e 975 s 60 , 471 SPACE 103 t",2
"a 430 n 107 g 1191 e 975 s 60 , 471 SPACE 103 t 354 a",2
"n 107 g 1191 e 975 s 60 , 471 SPACE 103 t 354 a 308 b",2
"g 1191 e 975 s 60 , 471 SPACE 103 t 354 a 308 b 113 l",2
"e 975 s 60 , 471 SPACE 103 t 354 a 308 b 113 l 249 e",2
"s 60 , 471 SPACE 103 t 354 a 308 b 113 l 249 e 454 s",2
", 471 SPACE 103 t 354 a 308 b 113 l 249 e 454 s 150 ArrowRight",2
SPACE 103 t 354 a 308 b 113 l 249 e 454 s 150 ArrowRight 672 ArrowRight,2
t 354 a 308 b 113 l 249 e 454 s 150 ArrowRight 672 ArrowRight 391 ArrowLeft,2
a 308 b 113 l 249 e 454 s 150 ArrowRight 672 ArrowRight 391 ArrowLeft 574 ArrowLeft,2
b 113 l 249 e 454 s 150 ArrowRight 672 ArrowRight 391 ArrowLeft 574 ArrowLeft 532 Shift,2
"l 249 e 454 s 150 ArrowRight 672 ArrowRight 391 ArrowLeft 574 ArrowLeft 532 Shift 586 """,2
"e 454 s 150 ArrowRight 672 ArrowRight 391 ArrowLeft 574 ArrowLeft 532 Shift 586 "" 148 ArrowLeft",2
"s 150 ArrowRight 672 ArrowRight 391 ArrowLeft 574 ArrowLeft 532 Shift 586 "" 148 ArrowLeft 137 ArrowLeft",2
"ArrowRight 672 ArrowRight 391 ArrowLeft 574 ArrowLeft 532 Shift 586 "" 148 ArrowLeft 137 ArrowLeft 144 ArrowLeft",2
"ArrowRight 391 ArrowLeft 574 ArrowLeft 532 Shift 586 "" 148 ArrowLeft 137 ArrowLeft 144 ArrowLeft 138 ArrowLeft",2
"ArrowLeft 574 ArrowLeft 532 Shift 586 "" 148 ArrowLeft 137 ArrowLeft 144 ArrowLeft 138 ArrowLeft 150 ArrowLeft",2
"ArrowLeft 532 Shift 586 "" 148 ArrowLeft 137 ArrowLeft 144 ArrowLeft 138 ArrowLeft 150 ArrowLeft 725 ArrowLeft",2
"Shift 586 "" 148 ArrowLeft 137 ArrowLeft 144 ArrowLeft 138 ArrowLeft 150 ArrowLeft 725 ArrowLeft 369 ArrowLeft",2
""" 148 ArrowLeft 137 ArrowLeft 144 ArrowLeft 138 ArrowLeft 150 ArrowLeft 725 ArrowLeft 369 ArrowLeft 189 Shift",2
"ArrowLeft 137 ArrowLeft 144 ArrowLeft 138 ArrowLeft 150 ArrowLeft 725 ArrowLeft 369 ArrowLeft 189 Shift 826 """,2
"ArrowLeft 144 ArrowLeft 138 ArrowLeft 150 ArrowLeft 725 ArrowLeft 369 ArrowLeft 189 Shift 826 "" 500 ArrowLeft",2
"ArrowLeft 138 ArrowLeft 150 ArrowLeft 725 ArrowLeft 369 ArrowLeft 189 Shift 826 "" 500 ArrowLeft 84 ArrowLeft",2
"ArrowLeft 150 ArrowLeft 725 ArrowLeft 369 ArrowLeft 189 Shift 826 "" 500 ArrowLeft 84 ArrowLeft 84 ArrowLeft",2
"ArrowLeft 725 ArrowLeft 369 ArrowLeft 189 Shift 826 "" 500 ArrowLeft 84 ArrowLeft 84 ArrowLeft 84 ArrowLeft",2
"ArrowLeft 369 ArrowLeft 189 Shift 826 "" 500 ArrowLeft 84 ArrowLeft 84 ArrowLeft 84 ArrowLeft 326 ArrowLeft",2
"ArrowLeft 189 Shift 826 "" 500 ArrowLeft 84 ArrowLeft 84 ArrowLeft 84 ArrowLeft 326 ArrowLeft 173 ArrowRight",2
"Shift 826 "" 500 ArrowLeft 84 ArrowLeft 84 ArrowLeft 84 ArrowLeft 326 ArrowLeft 173 ArrowRight 376 ArrowRight",2
""" 500 ArrowLeft 84 ArrowLeft 84 ArrowLeft 84 ArrowLeft 326 ArrowLeft 173 ArrowRight 376 ArrowRight 268 Shift",2
"ArrowLeft 84 ArrowLeft 84 ArrowLeft 84 ArrowLeft 326 ArrowLeft 173 ArrowRight 376 ArrowRight 268 Shift 497 """,2
"ArrowLeft 84 ArrowLeft 84 ArrowLeft 326 ArrowLeft 173 ArrowRight 376 ArrowRight 268 Shift 497 "" 178 ArrowLeft",2
"ArrowLeft 84 ArrowLeft 326 ArrowLeft 173 ArrowRight 376 ArrowRight 268 Shift 497 "" 178 ArrowLeft 144 ArrowLeft",2
"ArrowLeft 326 ArrowLeft 173 ArrowRight 376 ArrowRight 268 Shift 497 "" 178 ArrowLeft 144 ArrowLeft 125 ArrowLeft",2
"ArrowLeft 173 ArrowRight 376 ArrowRight 268 Shift 497 "" 178 ArrowLeft 144 ArrowLeft 125 ArrowLeft 158 ArrowLeft",2
"ArrowRight 376 ArrowRight 268 Shift 497 "" 178 ArrowLeft 144 ArrowLeft 125 ArrowLeft 158 ArrowLeft 151 ArrowLeft",2
"ArrowRight 268 Shift 497 "" 178 ArrowLeft 144 ArrowLeft 125 ArrowLeft 158 ArrowLeft 151 ArrowLeft 132 ArrowLeft",2
"Shift 497 "" 178 ArrowLeft 144 ArrowLeft 125 ArrowLeft 158 ArrowLeft 151 ArrowLeft 132 ArrowLeft 213 ArrowLeft",2
""" 178 ArrowLeft 144 ArrowLeft 125 ArrowLeft 158 ArrowLeft 151 ArrowLeft 132 ArrowLeft 213 ArrowLeft 412 ArrowLeft",2
ArrowLeft 144 ArrowLeft 125 ArrowLeft 158 ArrowLeft 151 ArrowLeft 132 ArrowLeft 213 ArrowLeft 412 ArrowLeft 208 Shift,2
"ArrowLeft 125 ArrowLeft 158 ArrowLeft 151 ArrowLeft 132 ArrowLeft 213 ArrowLeft 412 ArrowLeft 208 Shift 1854 """,2
"ArrowLeft 158 ArrowLeft 151 ArrowLeft 132 ArrowLeft 213 ArrowLeft 412 ArrowLeft 208 Shift 1854 "" 1084 Enter",2
"ArrowLeft 151 ArrowLeft 132 ArrowLeft 213 ArrowLeft 412 ArrowLeft 208 Shift 1854 "" 1084 Enter 289 p",2
"ArrowLeft 132 ArrowLeft 213 ArrowLeft 412 ArrowLeft 208 Shift 1854 "" 1084 Enter 289 p 95 r",2
"ArrowLeft 213 ArrowLeft 412 ArrowLeft 208 Shift 1854 "" 1084 Enter 289 p 95 r 76 i",2
"ArrowLeft 412 ArrowLeft 208 Shift 1854 "" 1084 Enter 289 p 95 r 76 i 281 n",2
"ArrowLeft 208 Shift 1854 "" 1084 Enter 289 p 95 r 76 i 281 n 289 t",2
"Shift 1854 "" 1084 Enter 289 p 95 r 76 i 281 n 289 t 80 Shift",2
""" 1084 Enter 289 p 95 r 76 i 281 n 289 t 80 Shift 68 (",2
Enter 289 p 95 r 76 i 281 n 289 t 80 Shift 68 ( 768 ),2
p 95 r 76 i 281 n 289 t 80 Shift 68 ( 768 ) 1118 ArrowLeft,2
r 76 i 281 n 289 t 80 Shift 68 ( 768 ) 1118 ArrowLeft 200 w,2
i 281 n 289 t 80 Shift 68 ( 768 ) 1118 ArrowLeft 200 w 501 e,2
n 289 t 80 Shift 68 ( 768 ) 1118 ArrowLeft 200 w 501 e 371 i,2
t 80 Shift 68 ( 768 ) 1118 ArrowLeft 200 w 501 e 371 i 937 g,2
Shift 68 ( 768 ) 1118 ArrowLeft 200 w 501 e 371 i 937 g 268 h,2
( 768 ) 1118 ArrowLeft 200 w 501 e 371 i 937 g 268 h 1770 t,2
) 1118 ArrowLeft 200 w 501 e 371 i 937 g 268 h 1770 t 267 /,2
ArrowLeft 200 w 501 e 371 i 937 g 268 h 1770 t 267 / 168 Shift,2
w 501 e 371 i 937 g 268 h 1770 t 267 / 168 Shift 65 (,2
e 371 i 937 g 268 h 1770 t 267 / 168 Shift 65 ( 508 ),2
i 937 g 268 h 1770 t 267 / 168 Shift 65 ( 508 ) 820 ArrowLeft,2
g 268 h 1770 t 267 / 168 Shift 65 ( 508 ) 820 ArrowLeft 89 h,2
h 1770 t 267 / 168 Shift 65 ( 508 ) 820 ArrowLeft 89 h 141 e,2
t 267 / 168 Shift 65 ( 508 ) 820 ArrowLeft 89 h 141 e 630 i,2
/ 168 Shift 65 ( 508 ) 820 ArrowLeft 89 h 141 e 630 i 743 g,2
Shift 65 ( 508 ) 820 ArrowLeft 89 h 141 e 630 i 743 g 421 h,2
( 508 ) 820 ArrowLeft 89 h 141 e 630 i 743 g 421 h 1661 t,2
) 820 ArrowLeft 89 h 141 e 630 i 743 g 421 h 1661 t 197 Shift,2
ArrowLeft 89 h 141 e 630 i 743 g 421 h 1661 t 197 Shift 627 *,2
h 141 e 630 i 743 g 421 h 1661 t 197 Shift 627 * 123 h,2
e 630 i 743 g 421 h 1661 t 197 Shift 627 * 123 h 267 e,2
i 743 g 421 h 1661 t 197 Shift 627 * 123 h 267 e 498 i,2
g 421 h 1661 t 197 Shift 627 * 123 h 267 e 498 i 896 g,2
h 1661 t 197 Shift 627 * 123 h 267 e 498 i 896 g 262 h,2
t 197 Shift 627 * 123 h 267 e 498 i 896 g 262 h 477 t,2
Shift 627 * 123 h 267 e 498 i 896 g 262 h 477 t 494 ArrowRight,2
* 123 h 267 e 498 i 896 g 262 h 477 t 494 ArrowRight 376 ArrowRight,2
h 267 e 498 i 896 g 262 h 477 t 494 ArrowRight 376 ArrowRight 1015 Enter,2
e 498 i 896 g 262 h 477 t 494 ArrowRight 376 ArrowRight 1015 Enter 237 p,2
i 896 g 262 h 477 t 494 ArrowRight 376 ArrowRight 1015 Enter 237 p 114 r,2
g 262 h 477 t 494 ArrowRight 376 ArrowRight 1015 Enter 237 p 114 r 76 i,2
h 477 t 494 ArrowRight 376 ArrowRight 1015 Enter 237 p 114 r 76 i 331 n,2
t 494 ArrowRight 376 ArrowRight 1015 Enter 237 p 114 r 76 i 331 n 410 t,2
ArrowRight 376 ArrowRight 1015 Enter 237 p 114 r 76 i 331 n 410 t 68 Shift,2
ArrowRight 1015 Enter 237 p 114 r 76 i 331 n 410 t 68 Shift 62 (,2
Enter 237 p 114 r 76 i 331 n 410 t 68 Shift 62 ( 1169 ),2
p 114 r 76 i 331 n 410 t 68 Shift 62 ( 1169 ) 858 ArrowLeft,2
r 76 i 331 n 410 t 68 Shift 62 ( 1169 ) 858 ArrowLeft 502 x,2
i 331 n 410 t 68 Shift 62 ( 1169 ) 858 ArrowLeft 502 x 234 SPACE,2
n 410 t 68 Shift 62 ( 1169 ) 858 ArrowLeft 502 x 234 SPACE 448 i,2
t 68 Shift 62 ( 1169 ) 858 ArrowLeft 502 x 234 SPACE 448 i 593 f,2
Shift 62 ( 1169 ) 858 ArrowLeft 502 x 234 SPACE 448 i 593 f 636 SPACE,2
( 1169 ) 858 ArrowLeft 502 x 234 SPACE 448 i 593 f 636 SPACE 284 x,2
) 858 ArrowLeft 502 x 234 SPACE 448 i 593 f 636 SPACE 284 x 200 Shift,2
ArrowLeft 502 x 234 SPACE 448 i 593 f 636 SPACE 284 x 200 Shift 409 >,2
x 234 SPACE 448 i 593 f 636 SPACE 284 x 200 Shift 409 > 224 Shift,2
SPACE 448 i 593 f 636 SPACE 284 x 200 Shift 409 > 224 Shift 1082 =,2
i 593 f 636 SPACE 284 x 200 Shift 409 > 224 Shift 1082 = 565 SPACE,2
f 636 SPACE 284 x 200 Shift 409 > 224 Shift 1082 = 565 SPACE 757 y,2
SPACE 284 x 200 Shift 409 > 224 Shift 1082 = 565 SPACE 757 y 1166 SPACE,2
x 200 Shift 409 > 224 Shift 1082 = 565 SPACE 757 y 1166 SPACE 724 s,2
Shift 409 > 224 Shift 1082 = 565 SPACE 757 y 1166 SPACE 724 s 289 Backspace,2
> 224 Shift 1082 = 565 SPACE 757 y 1166 SPACE 724 s 289 Backspace 207 e,2
Shift 1082 = 565 SPACE 757 y 1166 SPACE 724 s 289 Backspace 207 e 204 l,2
= 565 SPACE 757 y 1166 SPACE 724 s 289 Backspace 207 e 204 l 211 s,2
SPACE 757 y 1166 SPACE 724 s 289 Backspace 207 e 204 l 211 s 805 e,2
y 1166 SPACE 724 s 289 Backspace 207 e 204 l 211 s 805 e 389 SPACE,2
SPACE 724 s 289 Backspace 207 e 204 l 211 s 805 e 389 SPACE 524 y,2
s 289 Backspace 207 e 204 l 211 s 805 e 389 SPACE 524 y 404 ArrowRight,2
Backspace 207 e 204 l 211 s 805 e 389 SPACE 524 y 404 ArrowRight 658 Enter,2
e 204 l 211 s 805 e 389 SPACE 524 y 404 ArrowRight 658 Enter 298 p,2
l 211 s 805 e 389 SPACE 524 y 404 ArrowRight 658 Enter 298 p 102 r,2
s 805 e 389 SPACE 524 y 404 ArrowRight 658 Enter 298 p 102 r 73 i,2
e 389 SPACE 524 y 404 ArrowRight 658 Enter 298 p 102 r 73 i 311 n,2
SPACE 524 y 404 ArrowRight 658 Enter 298 p 102 r 73 i 311 n 320 t,2
y 404 ArrowRight 658 Enter 298 p 102 r 73 i 311 n 320 t 72 Shift,2
ArrowRight 658 Enter 298 p 102 r 73 i 311 n 320 t 72 Shift 68 (,2
Enter 298 p 102 r 73 i 311 n 320 t 72 Shift 68 ( 401 ),2
p 102 r 73 i 311 n 320 t 72 Shift 68 ( 401 ) 713 ArrowLeft,2
r 73 i 311 n 320 t 72 Shift 68 ( 401 ) 713 ArrowLeft 259 u,2
i 311 n 320 t 72 Shift 68 ( 401 ) 713 ArrowLeft 259 u 121 p,2
n 320 t 72 Shift 68 ( 401 ) 713 ArrowLeft 259 u 121 p 173 p,2
t 72 Shift 68 ( 401 ) 713 ArrowLeft 259 u 121 p 173 p 215 e,2
Shift 68 ( 401 ) 713 ArrowLeft 259 u 121 p 173 p 215 e 2390 r,2
( 401 ) 713 ArrowLeft 259 u 121 p 173 p 215 e 2390 r 188 ArrowLeft,2
) 713 ArrowLeft 259 u 121 p 173 p 215 e 2390 r 188 ArrowLeft 124 ArrowLeft,2
ArrowLeft 259 u 121 p 173 p 215 e 2390 r 188 ArrowLeft 124 ArrowLeft 145 ArrowLeft,2
u 121 p 173 p 215 e 2390 r 188 ArrowLeft 124 ArrowLeft 145 ArrowLeft 146 ArrowLeft,2
p 173 p 215 e 2390 r 188 ArrowLeft 124 ArrowLeft 145 ArrowLeft 146 ArrowLeft 152 ArrowLeft,2
p 215 e 2390 r 188 ArrowLeft 124 ArrowLeft 145 ArrowLeft 146 ArrowLeft 152 ArrowLeft 370 ArrowLeft,2
e 2390 r 188 ArrowLeft 124 ArrowLeft 145 ArrowLeft 146 ArrowLeft 152 ArrowLeft 370 ArrowLeft 781 ArrowRight,2
r 188 ArrowLeft 124 ArrowLeft 145 ArrowLeft 146 ArrowLeft 152 ArrowLeft 370 ArrowLeft 781 ArrowRight 298 s,2
ArrowLeft 124 ArrowLeft 145 ArrowLeft 146 ArrowLeft 152 ArrowLeft 370 ArrowLeft 781 ArrowRight 298 s 130 [,2
ArrowLeft 145 ArrowLeft 146 ArrowLeft 152 ArrowLeft 370 ArrowLeft 781 ArrowRight 298 s 130 [ 226 ],2
ArrowLeft 146 ArrowLeft 152 ArrowLeft 370 ArrowLeft 781 ArrowRight 298 s 130 [ 226 ] 1207 ArrowLeft,2
ArrowLeft 152 ArrowLeft 370 ArrowLeft 781 ArrowRight 298 s 130 [ 226 ] 1207 ArrowLeft 380 0,2
ArrowLeft 370 ArrowLeft 781 ArrowRight 298 s 130 [ 226 ] 1207 ArrowLeft 380 0 895 ArrowRight,2
ArrowLeft 781 ArrowRight 298 s 130 [ 226 ] 1207 ArrowLeft 380 0 895 ArrowRight 356 .,2
ArrowRight 298 s 130 [ 226 ] 1207 ArrowLeft 380 0 895 ArrowRight 356 . 167 ArrowRight,2
s 130 [ 226 ] 1207 ArrowLeft 380 0 895 ArrowRight 356 . 167 ArrowRight 158 ArrowRight,2
[ 226 ] 1207 ArrowLeft 380 0 895 ArrowRight 356 . 167 ArrowRight 158 ArrowRight 147 ArrowRight,2
] 1207 ArrowLeft 380 0 895 ArrowRight 356 . 167 ArrowRight 158 ArrowRight 147 ArrowRight 264 ArrowRight,2
ArrowLeft 380 0 895 ArrowRight 356 . 167 ArrowRight 158 ArrowRight 147 ArrowRight 264 ArrowRight 441 ArrowRight,2
0 895 ArrowRight 356 . 167 ArrowRight 158 ArrowRight 147 ArrowRight 264 ArrowRight 441 ArrowRight 160 Shift,2
ArrowRight 356 . 167 ArrowRight 158 ArrowRight 147 ArrowRight 264 ArrowRight 441 ArrowRight 160 Shift 62 (,2
. 167 ArrowRight 158 ArrowRight 147 ArrowRight 264 ArrowRight 441 ArrowRight 160 Shift 62 ( 917 ),2
ArrowRight 158 ArrowRight 147 ArrowRight 264 ArrowRight 441 ArrowRight 160 Shift 62 ( 917 ) 584 SPACE,2
ArrowRight 147 ArrowRight 264 ArrowRight 441 ArrowRight 160 Shift 62 ( 917 ) 584 SPACE 183 f,2
ArrowRight 264 ArrowRight 441 ArrowRight 160 Shift 62 ( 917 ) 584 SPACE 183 f 368 o,2
ArrowRight 441 ArrowRight 160 Shift 62 ( 917 ) 584 SPACE 183 f 368 o 660 r,2
ArrowRight 160 Shift 62 ( 917 ) 584 SPACE 183 f 368 o 660 r 330 SPACE,2
Shift 62 ( 917 ) 584 SPACE 183 f 368 o 660 r 330 SPACE 196 s,2
( 917 ) 584 SPACE 183 f 368 o 660 r 330 SPACE 196 s 287 SPACE,2
) 584 SPACE 183 f 368 o 660 r 330 SPACE 196 s 287 SPACE 72 i,2
SPACE 183 f 368 o 660 r 330 SPACE 196 s 287 SPACE 72 i 210 n,2
f 368 o 660 r 330 SPACE 196 s 287 SPACE 72 i 210 n 1626 SPACE,2
o 660 r 330 SPACE 196 s 287 SPACE 72 i 210 n 1626 SPACE 228 Shift,2
"r 330 SPACE 196 s 287 SPACE 72 i 210 n 1626 SPACE 228 Shift 94 """,2
"SPACE 196 s 287 SPACE 72 i 210 n 1626 SPACE 228 Shift 94 "" 599 """,2
"s 287 SPACE 72 i 210 n 1626 SPACE 228 Shift 94 "" 599 "" 502 ArrowLeft",2
"SPACE 72 i 210 n 1626 SPACE 228 Shift 94 "" 599 "" 502 ArrowLeft 770 a",2
"i 210 n 1626 SPACE 228 Shift 94 "" 599 "" 502 ArrowLeft 770 a 415 b",2
"n 1626 SPACE 228 Shift 94 "" 599 "" 502 ArrowLeft 770 a 415 b 2109 c",2
"SPACE 228 Shift 94 "" 599 "" 502 ArrowLeft 770 a 415 b 2109 c 630 d",2
"Shift 94 "" 599 "" 502 ArrowLeft 770 a 415 b 2109 c 630 d 292 e",2
""" 599 "" 502 ArrowLeft 770 a 415 b 2109 c 630 d 292 e 433 f",2
r 101 i 147 n 289 t 105 Shift 259 ( 155 m 192 a 220 y,1
i 147 n 289 t 105 Shift 259 ( 155 m 192 a 220 y 537 j,1
n 289 t 105 Shift 259 ( 155 m 192 a 220 y 537 j 434 Backspace,1
t 105 Shift 259 ( 155 m 192 a 220 y 537 j 434 Backspace 229 h,1
Shift 259 ( 155 m 192 a 220 y 537 j 434 Backspace 229 h 555 .,1
( 155 m 192 a 220 y 537 j 434 Backspace 229 h 555 . 740 m,1
m 192 a 220 y 537 j 434 Backspace 229 h 555 . 740 m 197 Backspace,1
a 220 y 537 j 434 Backspace 229 h 555 . 740 m 197 Backspace 103 s,1
y 537 j 434 Backspace 229 h 555 . 740 m 197 Backspace 103 s 97 i,1
j 434 Backspace 229 h 555 . 740 m 197 Backspace 103 s 97 i 555 n,1
Backspace 229 h 555 . 740 m 197 Backspace 103 s 97 i 555 n 157 Backspace,1
h 555 . 740 m 197 Backspace 103 s 97 i 555 n 157 Backspace 134 Backspace,1
. 740 m 197 Backspace 103 s 97 i 555 n 157 Backspace 134 Backspace 131 Backspace,1
m 197 Backspace 103 s 97 i 555 n 157 Backspace 134 Backspace 131 Backspace 152 Backspace,1
Backspace 103 s 97 i 555 n 157 Backspace 134 Backspace 131 Backspace 152 Backspace 292 Backspace,1
s 97 i 555 n 157 Backspace 134 Backspace 131 Backspace 152 Backspace 292 Backspace 339 Backspace,1
i 555 n 157 Backspace 134 Backspace 131 Backspace 152 Backspace 292 Backspace 339 Backspace 262 t,1
n 157 Backspace 134 Backspace 131 Backspace 152 Backspace 292 Backspace 339 Backspace 262 t 783 h,1
Backspace 134 Backspace 131 Backspace 152 Backspace 292 Backspace 339 Backspace 262 t 783 h 256 .,1
Backspace 131 Backspace 152 Backspace 292 Backspace 339 Backspace 262 t 783 h 256 . 136 s,1
Backspace 152 Backspace 292 Backspace 339 Backspace 262 t 783 h 256 . 136 s 139 i,1
Backspace 292 Backspace 339 Backspace 262 t 783 h 256 . 136 s 139 i 615 n,1
Backspace 339 Backspace 262 t 783 h 256 . 136 s 139 i 615 n 283 Shift,1
Backspace 262 t 783 h 256 . 136 s 139 i 615 n 283 Shift 643 (,1
t 783 h 256 . 136 s 139 i 615 n 283 Shift 643 ( 313 m,1
h 256 . 136 s 139 i 615 n 283 Shift 643 ( 313 m 211 a,1
