data,label
( 372 h 265 e 253 i 101 g 121 h 1289 t 218 SPACE 1008 Shift,2
h 265 e 253 i 101 g 121 h 1289 t 218 SPACE 1008 Shift 498 *,2
e 253 i 101 g 121 h 1289 t 218 SPACE 1008 Shift 498 * 1169 SPACE,2
i 101 g 121 h 1289 t 218 SPACE 1008 Shift 498 * 1169 SPACE 358 h,2
g 121 h 1289 t 218 SPACE 1008 Shift 498 * 1169 SPACE 358 h 122 e,2
h 1289 t 218 SPACE 1008 Shift 498 * 1169 SPACE 358 h 122 e 3 i,2
t 218 SPACE 1008 Shift 498 * 1169 SPACE 358 h 122 e 3 i 1119 o,2
SPACE 1008 Shift 498 * 1169 SPACE 358 h 122 e 3 i 1119 o 991 Backspace,2
Shift 498 * 1169 SPACE 358 h 122 e 3 i 1119 o 991 Backspace 102 g,2
* 1169 SPACE 358 h 122 e 3 i 1119 o 991 Backspace 102 g 210 h,2
SPACE 358 h 122 e 3 i 1119 o 991 Backspace 102 g 210 h 737 t,2
h 122 e 3 i 1119 o 991 Backspace 102 g 210 h 737 t 533 Shift,2
e 3 i 1119 o 991 Backspace 102 g 210 h 737 t 533 Shift 116 ),2
i 1119 o 991 Backspace 102 g 210 h 737 t 533 Shift 116 ) 552 ),2
o 991 Backspace 102 g 210 h 737 t 533 Shift 116 ) 552 ) 807 Enter,2
Backspace 102 g 210 h 737 t 533 Shift 116 ) 552 ) 807 Enter 344 p,2
g 210 h 737 t 533 Shift 116 ) 552 ) 807 Enter 344 p 60 r,2
h 737 t 533 Shift 116 ) 552 ) 807 Enter 344 p 60 r 88 i,2
t 533 Shift 116 ) 552 ) 807 Enter 344 p 60 r 88 i 120 n,2
Shift 116 ) 552 ) 807 Enter 344 p 60 r 88 i 120 n 336 t,2
) 552 ) 807 Enter 344 p 60 r 88 i 120 n 336 t 165 Shift,2
) 807 Enter 344 p 60 r 88 i 120 n 336 t 165 Shift 2285 (,2
Enter 344 p 60 r 88 i 120 n 336 t 165 Shift 2285 ( 552 x,2
p 60 r 88 i 120 n 336 t 165 Shift 2285 ( 552 x 210 SPACE,2
r 88 i 120 n 336 t 165 Shift 2285 ( 552 x 210 SPACE 1381 i,2
i 120 n 336 t 165 Shift 2285 ( 552 x 210 SPACE 1381 i 149 f,2
n 336 t 165 Shift 2285 ( 552 x 210 SPACE 1381 i 149 f 1143 SPACE,2
t 165 Shift 2285 ( 552 x 210 SPACE 1381 i 149 f 1143 SPACE 471 x,2
Shift 2285 ( 552 x 210 SPACE 1381 i 149 f 1143 SPACE 471 x 228 SPACE,2
( 552 x 210 SPACE 1381 i 149 f 1143 SPACE 471 x 228 SPACE 265 Shift,2
x 210 SPACE 1381 i 149 f 1143 SPACE 471 x 228 SPACE 265 Shift 448 >,2
SPACE 1381 i 149 f 1143 SPACE 471 x 228 SPACE 265 Shift 448 > 1832 =,2
i 149 f 1143 SPACE 471 x 228 SPACE 265 Shift 448 > 1832 = 206 SPACE,2
f 1143 SPACE 471 x 228 SPACE 265 Shift 448 > 1832 = 206 SPACE 817 y,2
SPACE 471 x 228 SPACE 265 Shift 448 > 1832 = 206 SPACE 817 y 338 SPACE,2
x 228 SPACE 265 Shift 448 > 1832 = 206 SPACE 817 y 338 SPACE 121 e,2
SPACE 265 Shift 448 > 1832 = 206 SPACE 817 y 338 SPACE 121 e 214 l,2
Shift 448 > 1832 = 206 SPACE 817 y 338 SPACE 121 e 214 l 178 s,2
> 1832 = 206 SPACE 817 y 338 SPACE 121 e 214 l 178 s 658 e,2
= 206 SPACE 817 y 338 SPACE 121 e 214 l 178 s 658 e 793 SPACE,2
SPACE 817 y 338 SPACE 121 e 214 l 178 s 658 e 793 SPACE 173 y,2
y 338 SPACE 121 e 214 l 178 s 658 e 793 SPACE 173 y 228 Shift,2
SPACE 121 e 214 l 178 s 658 e 793 SPACE 173 y 228 Shift 590 ),2
e 214 l 178 s 658 e 793 SPACE 173 y 228 Shift 590 ) 775 Enter,2
l 178 s 658 e 793 SPACE 173 y 228 Shift 590 ) 775 Enter 403 p,2
s 658 e 793 SPACE 173 y 228 Shift 590 ) 775 Enter 403 p 80 r,2
e 793 SPACE 173 y 228 Shift 590 ) 775 Enter 403 p 80 r 81 i,2
SPACE 173 y 228 Shift 590 ) 775 Enter 403 p 80 r 81 i 113 n,2
y 228 Shift 590 ) 775 Enter 403 p 80 r 81 i 113 n 1002 t,2
Shift 590 ) 775 Enter 403 p 80 r 81 i 113 n 1002 t 292 Shift,2
) 775 Enter 403 p 80 r 81 i 113 n 1002 t 292 Shift 1182 (,2
Enter 403 p 80 r 81 i 113 n 1002 t 292 Shift 1182 ( 1221 s,2
p 80 r 81 i 113 n 1002 t 292 Shift 1182 ( 1221 s 222 [,2
r 81 i 113 n 1002 t 292 Shift 1182 ( 1221 s 222 [ 434 0,2
i 113 n 1002 t 292 Shift 1182 ( 1221 s 222 [ 434 0 1148 ],2
n 1002 t 292 Shift 1182 ( 1221 s 222 [ 434 0 1148 ] 410 .,2
t 292 Shift 1182 ( 1221 s 222 [ 434 0 1148 ] 410 . 232 i,2
Shift 1182 ( 1221 s 222 [ 434 0 1148 ] 410 . 232 i 249 p,2
( 1221 s 222 [ 434 0 1148 ] 410 . 232 i 249 p 483 p,2
s 222 [ 434 0 1148 ] 410 . 232 i 249 p 483 p 154 e,2
[ 434 0 1148 ] 410 . 232 i 249 p 483 p 154 e 1189 r,2
0 1148 ] 410 . 232 i 249 p 483 p 154 e 1189 r 281 Shift,2
] 410 . 232 i 249 p 483 p 154 e 1189 r 281 Shift 108 (,2
. 232 i 249 p 483 p 154 e 1189 r 281 Shift 108 ( 738 ),2
i 249 p 483 p 154 e 1189 r 281 Shift 108 ( 738 ) 414 SPACE,2
p 483 p 154 e 1189 r 281 Shift 108 ( 738 ) 414 SPACE 90 f,2
p 154 e 1189 r 281 Shift 108 ( 738 ) 414 SPACE 90 f 78 o,2
e 1189 r 281 Shift 108 ( 738 ) 414 SPACE 90 f 78 o 215 r,2
r 281 Shift 108 ( 738 ) 414 SPACE 90 f 78 o 215 r 1131 SPACE,2
Shift 108 ( 738 ) 414 SPACE 90 f 78 o 215 r 1131 SPACE 100 s,2
( 738 ) 414 SPACE 90 f 78 o 215 r 1131 SPACE 100 s 270 SPACE,2
) 414 SPACE 90 f 78 o 215 r 1131 SPACE 100 s 270 SPACE 187 i,2
SPACE 90 f 78 o 215 r 1131 SPACE 100 s 270 SPACE 187 i 476 n,2
f 78 o 215 r 1131 SPACE 100 s 270 SPACE 187 i 476 n 969 SPACE,2
o 215 r 1131 SPACE 100 s 270 SPACE 187 i 476 n 969 SPACE 225 Shift,2
"r 1131 SPACE 100 s 270 SPACE 187 i 476 n 969 SPACE 225 Shift 1 """,2
"SPACE 100 s 270 SPACE 187 i 476 n 969 SPACE 225 Shift 1 "" 1055 #",2
"s 270 SPACE 187 i 476 n 969 SPACE 225 Shift 1 "" 1055 # 444 Backspace",2
"SPACE 187 i 476 n 969 SPACE 225 Shift 1 "" 1055 # 444 Backspace 701 a",2
"i 476 n 969 SPACE 225 Shift 1 "" 1055 # 444 Backspace 701 a 733 b",2
"n 969 SPACE 225 Shift 1 "" 1055 # 444 Backspace 701 a 733 b 1728 c",2
"SPACE 225 Shift 1 "" 1055 # 444 Backspace 701 a 733 b 1728 c 218 d",2
"Shift 1 "" 1055 # 444 Backspace 701 a 733 b 1728 c 218 d 452 e",2
""" 1055 # 444 Backspace 701 a 733 b 1728 c 218 d 452 e 400 f",2
# 444 Backspace 701 a 733 b 1728 c 218 d 452 e 400 f 587 g,2
Backspace 701 a 733 b 1728 c 218 d 452 e 400 f 587 g 429 Shift,2
"a 733 b 1728 c 218 d 452 e 400 f 587 g 429 Shift 316 """,2
"b 1728 c 218 d 452 e 400 f 587 g 429 Shift 316 "" 168 Shift",2
"c 218 d 452 e 400 f 587 g 429 Shift 316 "" 168 Shift 803 )",2
r 931 i 322 n 1196 t 385 Shift 104 ( 1066 ) 1727 ArrowLeft 126 m,0
i 322 n 1196 t 385 Shift 104 ( 1066 ) 1727 ArrowLeft 126 m 2094 a,0
n 1196 t 385 Shift 104 ( 1066 ) 1727 ArrowLeft 126 m 2094 a 643 t,0
t 385 Shift 104 ( 1066 ) 1727 ArrowLeft 126 m 2094 a 643 t 1301 h,0
Shift 104 ( 1066 ) 1727 ArrowLeft 126 m 2094 a 643 t 1301 h 1057 .,0
( 1066 ) 1727 ArrowLeft 126 m 2094 a 643 t 1301 h 1057 . 83 s,0
) 1727 ArrowLeft 126 m 2094 a 643 t 1301 h 1057 . 83 s 172 i,0
ArrowLeft 126 m 2094 a 643 t 1301 h 1057 . 83 s 172 i 5846 n,0
m 2094 a 643 t 1301 h 1057 . 83 s 172 i 5846 n 631 ArrowRight,0
a 643 t 1301 h 1057 . 83 s 172 i 5846 n 631 ArrowRight 1325 Backspace,0
t 1301 h 1057 . 83 s 172 i 5846 n 631 ArrowRight 1325 Backspace 2049 Shift,0
h 1057 . 83 s 172 i 5846 n 631 ArrowRight 1325 Backspace 2049 Shift 475 Shift,0
. 83 s 172 i 5846 n 631 ArrowRight 1325 Backspace 2049 Shift 475 Shift 1787 (,0
s 172 i 5846 n 631 ArrowRight 1325 Backspace 2049 Shift 475 Shift 1787 ( 111 m,0
i 5846 n 631 ArrowRight 1325 Backspace 2049 Shift 475 Shift 1787 ( 111 m 889 a,0
n 631 ArrowRight 1325 Backspace 2049 Shift 475 Shift 1787 ( 111 m 889 a 609 t,0
ArrowRight 1325 Backspace 2049 Shift 475 Shift 1787 ( 111 m 889 a 609 t 1290 h,0
Backspace 2049 Shift 475 Shift 1787 ( 111 m 889 a 609 t 1290 h 1150 .,0
Shift 475 Shift 1787 ( 111 m 889 a 609 t 1290 h 1150 . 281 p,0
Shift 1787 ( 111 m 889 a 609 t 1290 h 1150 . 281 p 1357 i,0
( 111 m 889 a 609 t 1290 h 1150 . 281 p 1357 i 105 Shift,0
m 889 a 609 t 1290 h 1150 . 281 p 1357 i 105 Shift 907 ?,0
a 609 t 1290 h 1150 . 281 p 1357 i 105 Shift 907 ? 358 Backspace,0
t 1290 h 1150 . 281 p 1357 i 105 Shift 907 ? 358 Backspace 1763 /,0
h 1150 . 281 p 1357 i 105 Shift 907 ? 358 Backspace 1763 / 759 2,0
. 281 p 1357 i 105 Shift 907 ? 358 Backspace 1763 / 759 2 401 Shift,0
p 1357 i 105 Shift 907 ? 358 Backspace 1763 / 759 2 401 Shift 91 ),0
r 77 i 56 n 241 t 30 Shift 362 ( 32 m 143 a 76 t,2
i 56 n 241 t 30 Shift 362 ( 32 m 143 a 76 t 196 h,2
n 241 t 30 Shift 362 ( 32 m 143 a 76 t 196 h 136 .,2
t 30 Shift 362 ( 32 m 143 a 76 t 196 h 136 . 112 s,2
Shift 362 ( 32 m 143 a 76 t 196 h 136 . 112 s 184 i,2
( 32 m 143 a 76 t 196 h 136 . 112 s 184 i 153 n,2
m 143 a 76 t 196 h 136 . 112 s 184 i 153 n 128 Shift,2
a 76 t 196 h 136 . 112 s 184 i 153 n 128 Shift 234 (,2
t 196 h 136 . 112 s 184 i 153 n 128 Shift 234 ( 65 m,2
h 136 . 112 s 184 i 153 n 128 Shift 234 ( 65 m 160 a,2
. 112 s 184 i 153 n 128 Shift 234 ( 65 m 160 a 44 t,2
s 184 i 153 n 128 Shift 234 ( 65 m 160 a 44 t 192 h,2
i 153 n 128 Shift 234 ( 65 m 160 a 44 t 192 h 179 .,2
n 128 Shift 234 ( 65 m 160 a 44 t 192 h 179 . 140 p,2
Shift 234 ( 65 m 160 a 44 t 192 h 179 . 140 p 261 i,2
( 65 m 160 a 44 t 192 h 179 . 140 p 261 i 220 /,2
m 160 a 44 t 192 h 179 . 140 p 261 i 220 / 300 2,2
a 44 t 192 h 179 . 140 p 261 i 220 / 300 2 74 Shift,2
t 192 h 179 . 140 p 261 i 220 / 300 2 74 Shift 187 ),2
h 179 . 140 p 261 i 220 / 300 2 74 Shift 187 ) 315 ),2
. 140 p 261 i 220 / 300 2 74 Shift 187 ) 315 ) 366 Enter,2
p 261 i 220 / 300 2 74 Shift 187 ) 315 ) 366 Enter 140 p,2
i 220 / 300 2 74 Shift 187 ) 315 ) 366 Enter 140 p 59 r,2
/ 300 2 74 Shift 187 ) 315 ) 366 Enter 140 p 59 r 76 i,2
2 74 Shift 187 ) 315 ) 366 Enter 140 p 59 r 76 i 77 n,2
Shift 187 ) 315 ) 366 Enter 140 p 59 r 76 i 77 n 173 t,2
) 315 ) 366 Enter 140 p 59 r 76 i 77 n 173 t 52 Shift,2
) 366 Enter 140 p 59 r 76 i 77 n 173 t 52 Shift 447 (,2
Enter 140 p 59 r 76 i 77 n 173 t 52 Shift 447 ( 1 Backspace,2
p 59 r 76 i 77 n 173 t 52 Shift 447 ( 1 Backspace 560 ¥,2
r 76 i 77 n 173 t 52 Shift 447 ( 1 Backspace 560 ¥ 853 Backspace,2
i 77 n 173 t 52 Shift 447 ( 1 Backspace 560 ¥ 853 Backspace 320 Shift,2
n 173 t 52 Shift 447 ( 1 Backspace 560 ¥ 853 Backspace 320 Shift 355 (,2
t 52 Shift 447 ( 1 Backspace 560 ¥ 853 Backspace 320 Shift 355 ( 840 [,2
Shift 447 ( 1 Backspace 560 ¥ 853 Backspace 320 Shift 355 ( 840 [ 93 Shift,2
"( 1 Backspace 560 ¥ 853 Backspace 320 Shift 355 ( 840 [ 93 Shift 503 """,2
"Backspace 560 ¥ 853 Backspace 320 Shift 355 ( 840 [ 93 Shift 503 "" 169 o",2
"¥ 853 Backspace 320 Shift 355 ( 840 [ 93 Shift 503 "" 169 o 52 r",2
"Backspace 320 Shift 355 ( 840 [ 93 Shift 503 "" 169 o 52 r 117 a",2
"Shift 355 ( 840 [ 93 Shift 503 "" 169 o 52 r 117 a 110 n",2
"( 840 [ 93 Shift 503 "" 169 o 52 r 117 a 110 n 108 g",2
"[ 93 Shift 503 "" 169 o 52 r 117 a 110 n 108 g 198 e",2
"Shift 503 "" 169 o 52 r 117 a 110 n 108 g 198 e 226 s",2
""" 169 o 52 r 117 a 110 n 108 g 198 e 226 s 137 Shift",2
"o 52 r 117 a 110 n 108 g 198 e 226 s 137 Shift 395 """,2
"r 117 a 110 n 108 g 198 e 226 s 137 Shift 395 "" 283 ,",2
"a 110 n 108 g 198 e 226 s 137 Shift 395 "" 283 , 148 Shift",2
"n 108 g 198 e 226 s 137 Shift 395 "" 283 , 148 Shift 312 """,2
"g 198 e 226 s 137 Shift 395 "" 283 , 148 Shift 312 "" 41 t",2
"e 226 s 137 Shift 395 "" 283 , 148 Shift 312 "" 41 t 148 a",2
"s 137 Shift 395 "" 283 , 148 Shift 312 "" 41 t 148 a 130 l",2
"Shift 395 "" 283 , 148 Shift 312 "" 41 t 148 a 130 l 257 b",2
""" 283 , 148 Shift 312 "" 41 t 148 a 130 l 257 b 338 e",2
", 148 Shift 312 "" 41 t 148 a 130 l 257 b 338 e 284 Backspace",2
"Shift 312 "" 41 t 148 a 130 l 257 b 338 e 284 Backspace 175 Backspace",2
""" 41 t 148 a 130 l 257 b 338 e 284 Backspace 175 Backspace 140 Backspace",2
t 148 a 130 l 257 b 338 e 284 Backspace 175 Backspace 140 Backspace 206 b,2
a 130 l 257 b 338 e 284 Backspace 175 Backspace 140 Backspace 206 b 109 l,2
l 257 b 338 e 284 Backspace 175 Backspace 140 Backspace 206 b 109 l 224 e,2
b 338 e 284 Backspace 175 Backspace 140 Backspace 206 b 109 l 224 e 128 Shift,2
"e 284 Backspace 175 Backspace 140 Backspace 206 b 109 l 224 e 128 Shift 590 """,2
"Backspace 175 Backspace 140 Backspace 206 b 109 l 224 e 128 Shift 590 "" 122 Backspace",2
"Backspace 140 Backspace 206 b 109 l 224 e 128 Shift 590 "" 122 Backspace 180 s",2
"Backspace 206 b 109 l 224 e 128 Shift 590 "" 122 Backspace 180 s 112 Shift",2
"b 109 l 224 e 128 Shift 590 "" 122 Backspace 180 s 112 Shift 397 """,2
"l 224 e 128 Shift 590 "" 122 Backspace 180 s 112 Shift 397 "" 327 ]",2
"e 128 Shift 590 "" 122 Backspace 180 s 112 Shift 397 "" 327 ] 96 Shift",2
"Shift 590 "" 122 Backspace 180 s 112 Shift 397 "" 327 ] 96 Shift 298 )",2
""" 122 Backspace 180 s 112 Shift 397 "" 327 ] 96 Shift 298 ) 672 Enter",2
"Backspace 180 s 112 Shift 397 "" 327 ] 96 Shift 298 ) 672 Enter 80 p",2
"s 112 Shift 397 "" 327 ] 96 Shift 298 ) 672 Enter 80 p 96 r",2
"Shift 397 "" 327 ] 96 Shift 298 ) 672 Enter 80 p 96 r 101 i",2
""" 327 ] 96 Shift 298 ) 672 Enter 80 p 96 r 101 i 87 n",2
] 96 Shift 298 ) 672 Enter 80 p 96 r 101 i 87 n 176 t,2
Shift 298 ) 672 Enter 80 p 96 r 101 i 87 n 176 t 59 Shift,2
) 672 Enter 80 p 96 r 101 i 87 n 176 t 59 Shift 344 (,2
Enter 80 p 96 r 101 i 87 n 176 t 59 Shift 344 ( 105 w,2
p 96 r 101 i 87 n 176 t 59 Shift 344 ( 105 w 181 e,2
r 101 i 87 n 176 t 59 Shift 344 ( 105 w 181 e 132 i,2
i 87 n 176 t 59 Shift 344 ( 105 w 181 e 132 i 72 g,2
n 176 t 59 Shift 344 ( 105 w 181 e 132 i 72 g 121 h,2
t 59 Shift 344 ( 105 w 181 e 132 i 72 g 121 h 178 t,2
Shift 344 ( 105 w 181 e 132 i 72 g 121 h 178 t 113 SPACE,2
( 105 w 181 e 132 i 72 g 121 h 178 t 113 SPACE 109 /,2
w 181 e 132 i 72 g 121 h 178 t 113 SPACE 109 / 568 SPACE,2
e 132 i 72 g 121 h 178 t 113 SPACE 109 / 568 SPACE 377 Shift,2
i 72 g 121 h 178 t 113 SPACE 109 / 568 SPACE 377 Shift 280 (,2
g 121 h 178 t 113 SPACE 109 / 568 SPACE 377 Shift 280 ( 75 h,2
h 178 t 113 SPACE 109 / 568 SPACE 377 Shift 280 ( 75 h 151 e,2
t 113 SPACE 109 / 568 SPACE 377 Shift 280 ( 75 h 151 e 124 i,2
SPACE 109 / 568 SPACE 377 Shift 280 ( 75 h 151 e 124 i 85 g,2
/ 568 SPACE 377 Shift 280 ( 75 h 151 e 124 i 85 g 90 h,2
SPACE 377 Shift 280 ( 75 h 151 e 124 i 85 g 90 h 183 t,2
Shift 280 ( 75 h 151 e 124 i 85 g 90 h 183 t 130 SPACE,2
( 75 h 151 e 124 i 85 g 90 h 183 t 130 SPACE 21 Shift,2
h 151 e 124 i 85 g 90 h 183 t 130 SPACE 21 Shift 120 *,2
e 124 i 85 g 90 h 183 t 130 SPACE 21 Shift 120 * 187 SPACE,2
i 85 g 90 h 183 t 130 SPACE 21 Shift 120 * 187 SPACE 97 h,2
g 90 h 183 t 130 SPACE 21 Shift 120 * 187 SPACE 97 h 213 t,2
h 183 t 130 SPACE 21 Shift 120 * 187 SPACE 97 h 213 t 500 e,2
t 130 SPACE 21 Shift 120 * 187 SPACE 97 h 213 t 500 e 144 Backspace,2
SPACE 21 Shift 120 * 187 SPACE 97 h 213 t 500 e 144 Backspace 122 Backspace,2
Shift 120 * 187 SPACE 97 h 213 t 500 e 144 Backspace 122 Backspace 171 e,2
* 187 SPACE 97 h 213 t 500 e 144 Backspace 122 Backspace 171 e 185 i,2
SPACE 97 h 213 t 500 e 144 Backspace 122 Backspace 171 e 185 i 76 g,2
h 213 t 500 e 144 Backspace 122 Backspace 171 e 185 i 76 g 135 h,2
t 500 e 144 Backspace 122 Backspace 171 e 185 i 76 g 135 h 233 t,2
e 144 Backspace 122 Backspace 171 e 185 i 76 g 135 h 233 t 414 Shift,2
Backspace 122 Backspace 171 e 185 i 76 g 135 h 233 t 414 Shift 135 ),2
Backspace 171 e 185 i 76 g 135 h 233 t 414 Shift 135 ) 742 ),2
e 185 i 76 g 135 h 233 t 414 Shift 135 ) 742 ) 401 Enter,2
i 76 g 135 h 233 t 414 Shift 135 ) 742 ) 401 Enter 130 p,2
g 135 h 233 t 414 Shift 135 ) 742 ) 401 Enter 130 p 57 r,2
h 233 t 414 Shift 135 ) 742 ) 401 Enter 130 p 57 r 99 i,2
t 414 Shift 135 ) 742 ) 401 Enter 130 p 57 r 99 i 91 n,2
Shift 135 ) 742 ) 401 Enter 130 p 57 r 99 i 91 n 264 t,2
) 742 ) 401 Enter 130 p 57 r 99 i 91 n 264 t 68 Shift,2
) 401 Enter 130 p 57 r 99 i 91 n 264 t 68 Shift 393 (,2
Enter 130 p 57 r 99 i 91 n 264 t 68 Shift 393 ( 199 x,2
p 57 r 99 i 91 n 264 t 68 Shift 393 ( 199 x 333 SPACE,2
r 99 i 91 n 264 t 68 Shift 393 ( 199 x 333 SPACE 71 i,2
i 91 n 264 t 68 Shift 393 ( 199 x 333 SPACE 71 i 80 f,2
n 264 t 68 Shift 393 ( 199 x 333 SPACE 71 i 80 f 285 SPACE,2
t 68 Shift 393 ( 199 x 333 SPACE 71 i 80 f 285 SPACE 120 x,2
Shift 393 ( 199 x 333 SPACE 71 i 80 f 285 SPACE 120 x 219 SPACE,2
( 199 x 333 SPACE 71 i 80 f 285 SPACE 120 x 219 SPACE 152 Shift,2
x 333 SPACE 71 i 80 f 285 SPACE 120 x 219 SPACE 152 Shift 256 >,2
SPACE 71 i 80 f 285 SPACE 120 x 219 SPACE 152 Shift 256 > 225 =,2
i 80 f 285 SPACE 120 x 219 SPACE 152 Shift 256 > 225 = 665 SPACE,2
f 285 SPACE 120 x 219 SPACE 152 Shift 256 > 225 = 665 SPACE 173 y,2
SPACE 120 x 219 SPACE 152 Shift 256 > 225 = 665 SPACE 173 y 485 SPACE,2
x 219 SPACE 152 Shift 256 > 225 = 665 SPACE 173 y 485 SPACE 151 e,2
SPACE 152 Shift 256 > 225 = 665 SPACE 173 y 485 SPACE 151 e 76 l,2
Shift 256 > 225 = 665 SPACE 173 y 485 SPACE 151 e 76 l 1059 e,2
> 225 = 665 SPACE 173 y 485 SPACE 151 e 76 l 1059 e 429 s,2
= 665 SPACE 173 y 485 SPACE 151 e 76 l 1059 e 429 s 126 Backspace,2
SPACE 173 y 485 SPACE 151 e 76 l 1059 e 429 s 126 Backspace 400 Backspace,2
y 485 SPACE 151 e 76 l 1059 e 429 s 126 Backspace 400 Backspace 151 s,2
SPACE 151 e 76 l 1059 e 429 s 126 Backspace 400 Backspace 151 s 231 e,2
e 76 l 1059 e 429 s 126 Backspace 400 Backspace 151 s 231 e 168 Shift,2
l 1059 e 429 s 126 Backspace 400 Backspace 151 s 231 e 168 Shift 243 SPACE,2
e 429 s 126 Backspace 400 Backspace 151 s 231 e 168 Shift 243 SPACE 146 y,2
s 126 Backspace 400 Backspace 151 s 231 e 168 Shift 243 SPACE 146 y 153 Shift,2
Backspace 400 Backspace 151 s 231 e 168 Shift 243 SPACE 146 y 153 Shift 273 ),2
Backspace 151 s 231 e 168 Shift 243 SPACE 146 y 153 Shift 273 ) 253 Enter,2
s 231 e 168 Shift 243 SPACE 146 y 153 Shift 273 ) 253 Enter 103 p,2
e 168 Shift 243 SPACE 146 y 153 Shift 273 ) 253 Enter 103 p 84 r,2
Shift 243 SPACE 146 y 153 Shift 273 ) 253 Enter 103 p 84 r 87 i,2
SPACE 146 y 153 Shift 273 ) 253 Enter 103 p 84 r 87 i 69 n,2
y 153 Shift 273 ) 253 Enter 103 p 84 r 87 i 69 n 200 t,2
Shift 273 ) 253 Enter 103 p 84 r 87 i 69 n 200 t 73 Shift,2
) 253 Enter 103 p 84 r 87 i 69 n 200 t 73 Shift 244 (,2
Enter 103 p 84 r 87 i 69 n 200 t 73 Shift 244 ( 304 s,2
p 84 r 87 i 69 n 200 t 73 Shift 244 ( 304 s 351 [,2
r 87 i 69 n 200 t 73 Shift 244 ( 304 s 351 [ 231 0,2
i 69 n 200 t 73 Shift 244 ( 304 s 351 [ 231 0 378 ],2
n 200 t 73 Shift 244 ( 304 s 351 [ 231 0 378 ] 275 .,2
t 73 Shift 244 ( 304 s 351 [ 231 0 378 ] 275 . 153 u,2
Shift 244 ( 304 s 351 [ 231 0 378 ] 275 . 153 u 159 p,2
( 304 s 351 [ 231 0 378 ] 275 . 153 u 159 p 231 p,2
s 351 [ 231 0 378 ] 275 . 153 u 159 p 231 p 55 e,2
[ 231 0 378 ] 275 . 153 u 159 p 231 p 55 e 214 r,2
0 378 ] 275 . 153 u 159 p 231 p 55 e 214 r 73 Shift,2
] 275 . 153 u 159 p 231 p 55 e 214 r 73 Shift 36 (,2
. 153 u 159 p 231 p 55 e 214 r 73 Shift 36 ( 225 ),2
u 159 p 231 p 55 e 214 r 73 Shift 36 ( 225 ) 179 SPACE,2
p 231 p 55 e 214 r 73 Shift 36 ( 225 ) 179 SPACE 127 f,2
p 55 e 214 r 73 Shift 36 ( 225 ) 179 SPACE 127 f 133 o,2
e 214 r 73 Shift 36 ( 225 ) 179 SPACE 127 f 133 o 150 r,2
r 73 Shift 36 ( 225 ) 179 SPACE 127 f 133 o 150 r 174 SPACE,2
Shift 36 ( 225 ) 179 SPACE 127 f 133 o 150 r 174 SPACE 95 s,2
( 225 ) 179 SPACE 127 f 133 o 150 r 174 SPACE 95 s 174 SPACE,2
) 179 SPACE 127 f 133 o 150 r 174 SPACE 95 s 174 SPACE 73 i,2
SPACE 127 f 133 o 150 r 174 SPACE 95 s 174 SPACE 73 i 90 n,2
f 133 o 150 r 174 SPACE 95 s 174 SPACE 73 i 90 n 355 SPACE,2
o 150 r 174 SPACE 95 s 174 SPACE 73 i 90 n 355 SPACE 117 Shift,2
"r 174 SPACE 95 s 174 SPACE 73 i 90 n 355 SPACE 117 Shift 270 """,2
"SPACE 95 s 174 SPACE 73 i 90 n 355 SPACE 117 Shift 270 "" 198 a",2
"s 174 SPACE 73 i 90 n 355 SPACE 117 Shift 270 "" 198 a 224 b",2
"SPACE 73 i 90 n 355 SPACE 117 Shift 270 "" 198 a 224 b 212 c",2
"i 90 n 355 SPACE 117 Shift 270 "" 198 a 224 b 212 c 210 d",2
"n 355 SPACE 117 Shift 270 "" 198 a 224 b 212 c 210 d 284 e",2
"SPACE 117 Shift 270 "" 198 a 224 b 212 c 210 d 284 e 355 f",2
"Shift 270 "" 198 a 224 b 212 c 210 d 284 e 355 f 345 t",2
""" 198 a 224 b 212 c 210 d 284 e 355 f 345 t 179 Backspace",2
a 224 b 212 c 210 d 284 e 355 f 345 t 179 Backspace 375 g,2
b 212 c 210 d 284 e 355 f 345 t 179 Backspace 375 g 168 Shift,2
"c 210 d 284 e 355 f 345 t 179 Backspace 375 g 168 Shift 144 """,2
r 48 i 99 n 159 t 49 Shift 206 ( 14 m 120 a 68 t,2
i 99 n 159 t 49 Shift 206 ( 14 m 120 a 68 t 279 h,2
n 159 t 49 Shift 206 ( 14 m 120 a 68 t 279 h 146 .,2
t 49 Shift 206 ( 14 m 120 a 68 t 279 h 146 . 112 s,2
Shift 206 ( 14 m 120 a 68 t 279 h 146 . 112 s 140 i,2
( 14 m 120 a 68 t 279 h 146 . 112 s 140 i 416 g,2
m 120 a 68 t 279 h 146 . 112 s 140 i 416 g 262 Backspace,2
a 68 t 279 h 146 . 112 s 140 i 416 g 262 Backspace 287 Shift,2
t 279 h 146 . 112 s 140 i 416 g 262 Backspace 287 Shift 118 n,2
h 146 . 112 s 140 i 416 g 262 Backspace 287 Shift 118 n 112 Shift,2
. 112 s 140 i 416 g 262 Backspace 287 Shift 118 n 112 Shift 265 (,2
s 140 i 416 g 262 Backspace 287 Shift 118 n 112 Shift 265 ( 20 m,2
i 416 g 262 Backspace 287 Shift 118 n 112 Shift 265 ( 20 m 110 a,2
